name	coverage_before_LINE	coverage_after_LINE	gene	strand_exon	strand_LINE
ENST00000398763.8	72.275048	129.1165	MICU1	-	+
ENST00000340329.7	3.211065571428571	17.580296	CFAP70	-	+
ENST00000355577.9	3.3702559	10.514891666666667	CFAP70	-	+
ENST00000686590.1	3.83459875	10.590769444444444	CFAP70	-	+
ENST00000310715.8	3.5129177777777776	10.657041666666666	CFAP70	-	+
ENST00000372371.8	48.206161904761906	71.45223	POLR3A	-	+
ENST00000698731.1	49.05344	71.48041	POLR3A	-	+
ENST00000634930.1	0.0	0.45216433333333333	ENSG00000282863	+	-
ENST00000635422.1	0.0	0.3108975	LINC00595	+	-
ENST00000634389.1	0.135484	0.0	LINC00595	+	-
ENST00000635545.1	0.0	0.0	LINC00595	+	-
ENST00000670962.1	0.138004	0.0	LINC00595	+	-
ENST00000667413.1	0.138298	0.0	LINC00595	+	-
ENST00000372088.8	33.370644444444444	71.8178	CCSER2	+	-
ENST00000224756.12	34.03137777777778	41.8159	CCSER2	+	-
ENST00000688308.1	39.922953	67.37770471428571	PTEN	+	-
ENST00000693560.1	34.009413333333335	61.35884757142857	PTEN	+	-
ENST00000700029.2	26.55407	58.955491625	PTEN	+	-
ENST00000371953.8	26.55407	61.35884757142857	PTEN	+	-
ENST00000713839.1	26.73127	58.955491625	PTEN	+	-
ENST00000700021.1	30.61587	78.17253883333333	PTEN	+	-
ENST00000472832.3	67.36487	51.90783883333334	PTEN	+	-
ENST00000371947.7	10.208383333333334	0.504274	RNLS	-	+
ENST00000331772.9	11.255366666666667	3.59957	RNLS	-	+
ENST00000371837.5	17.01879	702.8967142857143	LIPA	-	+
ENST00000371790.5	34.4956775	83.55393333333333	SLC16A12	-	+
ENST00000700888.1	0.0	0.0	ENSG00000289228	-	+
ENST00000446394.5	14.28377	28.437683	HECTD2	+	-
ENST00000298068.10	15.065225	29.85845789473684	HECTD2	+	-
ENST00000371380.8	4.159706333333333	13.985481666666667	PLCE1	+	-
ENST00000692396.1	4.149458	14.065219333333333	PLCE1	+	-
ENST00000371385.8	2.972125	14.225957	PLCE1	+	-
ENST00000675218.1	2.972125	14.187752666666666	PLCE1	+	-
ENST00000371375.2	2.972125	13.824981724137931	PLCE1	+	-
ENST00000688810.1	2.972125	14.065219333333333	PLCE1	+	-
ENST00000464755.1	0.12234745454545454	0.0	ENSG00000276490	+	-
ENST00000371321.9	0.22430366666666665	0.0	CYP2C19	+	-
ENST00000422744.2	2.214765	0.7222233333333333	ENSG00000288526	-	+
ENST00000646931.3	2.543978571428571	2.6798657857142856	CC2D2B	+	-
ENST00000636965.1	2.220816666666667	2.6343190526315787	CC2D2B	+	-
ENST00000370584.7	14.815463333333334	77.87838333333333	R3HCC1L	+	-
ENST00000298999.8	18.0514875	77.81943333333334	R3HCC1L	+	-
ENST00000370586.6	31.7187	83.23516	R3HCC1L	+	-
ENST00000613938.4	35.4107	81.94904	R3HCC1L	+	-
ENST00000314594.6	35.4107	77.87838333333333	R3HCC1L	+	-
ENST00000612478.4	20.338005	66.7529	R3HCC1L	+	-
ENST00000649412.1	0.0	0.0	ENSG00000237761	+	-
ENST00000656217.1	0.0	0.0	ENSG00000287231	-	+
ENST00000488181.3	3.690877142857143	12.747033333333334	C10orf90	-	+
ENST00000284694.11	4.306023333333333	12.794833333333333	C10orf90	-	+
ENST00000356858.7	4.306023333333333	10.890250000000002	C10orf90	-	+
ENST00000630252.1	0.0	0.041822	LINC01163	+	-
ENST00000306010.8	105.26163333333334	78.2803	MGMT	+	-
ENST00000651593.1	116.01713333333333	59.740055	MGMT	+	-
ENST00000422675.1	0.0	0.0454545	ENSG00000233451	+	-
ENST00000677363.1	2052.565285714286	643.8440899999999	ITGB1	-	+
ENST00000302278.8	2157.5109285714284	989.8965000000001	ITGB1	-	+
ENST00000423113.6	2157.5109285714284	660.5407566666667	ITGB1	-	+
ENST00000396033.6	2120.7066714285716	990.5265	ITGB1	-	+
ENST00000678701.1	2116.9823857142856	999.4415	ITGB1	-	+
ENST00000437302.6	2117.60885	999.4415	ITGB1	-	+
ENST00000678591.1	1895.62748125	999.4415	ITGB1	-	+
ENST00000678943.1	1894.2878625	999.4415	ITGB1	-	+
ENST00000488427.2	2160.8799285714285	999.4415	ITGB1	-	+
ENST00000488494.6	2146.610642857143	999.4415	ITGB1	-	+
ENST00000676964.1	2013.548876	999.4415	ITGB1	-	+
ENST00000679187.1	2009.298022	999.4415	ITGB1	-	+
ENST00000677999.1	2009.1877666666667	999.4415	ITGB1	-	+
ENST00000678952.1	2009.3267533333333	999.4415	ITGB1	-	+
ENST00000417122.7	2003.6159	999.4415	ITGB1	-	+
ENST00000678766.1	2150.309	706.1525	ITGB1	-	+
ENST00000676659.1	2145.3519285714287	707.1888666666666	ITGB1	-	+
ENST00000677310.1	2002.6435	712.2158333333333	ITGB1	-	+
ENST00000474568.6	2052.565285714286	107.15791333333333	ITGB1	-	+
ENST00000676460.1	2150.309	28.4655	ITGB1	-	+
ENST00000622823.4	0.0	0.0	ENSG00000290458	+	-
ENST00000662977.1	7.776525	3.87807	LINC01518	-	+
ENST00000659335.1	0.6734614	0.056298666666666664	LINC00840	+	-
ENST00000660538.1	0.0	0.1553845	LINC00841	+	-
ENST00000654894.1	0.0	0.15732075	LINC00841	+	-
ENST00000423283.1	2.5617	5.70792	ENSG00000235939	+	-
ENST00000661888.1	0.0	4.54773	LINC00844	+	-
ENST00000669076.1	0.0	4.53393	LINC00844	+	-
ENST00000686519.1	3.19417	0.222712	LINC00845	+	-
ENST00000425902.2	0.0	0.0139677	LINC02671	-	+
ENST00000700881.1	3.7817675	0.62992	LINC01515	+	-
ENST00000601926.6	3.170766	0.8394635	LINC01515	+	-
ENST00000670657.1	2.9789625	0.8230365000000001	LINC01515	+	-
ENST00000687841.1	3.520346	0.608696	LINC01515	+	-
ENST00000307116.6	199.07298	287.74719999999996	P4HA1	-	+
ENST00000373008.7	203.14296	287.74719999999996	P4HA1	-	+
ENST00000394890.7	198.92396	287.2724	P4HA1	-	+
ENST00000263556.3	202.00414	287.598	P4HA1	-	+
ENST00000440381.5	202.00414	283.243	P4HA1	-	+
ENST00000543283.2	32.087	41.787549999999996	CCSER2	+	-
ENST00000371994.8	78.4875	138.394	MINPP1	+	-
ENST00000371996.9	99.85245	131.367	MINPP1	+	-
ENST00000536010.1	80.7054775	131.459	MINPP1	+	-
ENST00000371681.8	15.065225	23.428916666666666	HECTD2	+	-
ENST00000260682.8	1.095805	32.8699925	CYP2C9	+	-
ENST00000370508.7	134.34799999999998	157.78428571428572	GOT1	-	+
ENST00000621345.4	9.32275	123.55711666666667	CASP7	+	-
ENST00000369331.8	11.9864	106.89999999999999	CASP7	+	-
ENST00000345633.8	10.952705	123.62078333333334	CASP7	+	-
ENST00000369321.6	6.39871	120.56225	CASP7	+	-
ENST00000614447.4	6.39871	106.74928571428572	CASP7	+	-
ENST00000369318.8	25.5	123.58895	CASP7	+	-
ENST00000369315.5	23.754649999999998	123.62078333333334	CASP7	+	-
ENST00000621607.4	14.08	123.55711666666667	CASP7	+	-
ENST00000368898.8	0.989796	2.3623566666666664	FAM24B	-	+
ENST00000368896.1	0.795082	2.6210466666666665	FAM24B	-	+
ENST00000480379.5	7.655566666666667	13.182866666666667	C10orf90	-	+
ENST00000658780.2	3.66669625	3.6051582	KIAA1549L	+	-
ENST00000526400.7	3.5872365	3.6051582	KIAA1549L	+	-
ENST00000321505.9	3.897726	3.6057402	KIAA1549L	+	-
ENST00000528459.1	25.887900000000002	2.2678593333333334	ENSG00000290412	+	-
ENST00000280241.12	1.7194824615384616	12.415972222222223	DLG2	-	+
ENST00000398309.6	1.665943242857143	12.415972222222223	DLG2	-	+
ENST00000706233.1	1.5706230588235295	11.176172222222222	DLG2	-	+
ENST00000706266.1	1.7888547692307695	11.20796111111111	DLG2	-	+
ENST00000376104.7	1.557689052631579	12.45365	DLG2	-	+
ENST00000706204.1	1.8627726666666669	12.484683333333333	DLG2	-	+
ENST00000648622.1	1.6610794285714288	12.39696111111111	DLG2	-	+
ENST00000650630.1	1.5834853684210528	12.39696111111111	DLG2	-	+
ENST00000418306.6	1.9693057272727275	11.388616666666666	DLG2	-	+
ENST00000706243.1	1.7194824615384616	11.469505555555555	DLG2	-	+
ENST00000706226.1	1.5334359444444445	11.499916666666667	DLG2	-	+
ENST00000706267.1	1.6610794285714288	11.474183333333333	DLG2	-	+
ENST00000527088.2	1.6610794285714288	11.406572222222222	DLG2	-	+
ENST00000524982.5	1.6610794285714288	10.023675	DLG2	-	+
ENST00000532653.5	1.6610794285714288	11.484516666666666	DLG2	-	+
ENST00000531015.5	1.7194824615384616	10.69846375	DLG2	-	+
ENST00000525166.6	0.304683	2.0385899615384617	FAT3	+	-
ENST00000318881.11	0.0	0.23473275	SYT9	+	-
ENST00000282096.9	13.2438	37.94469333333333	PDE3B	+	-
ENST00000455098.2	13.4395	39.696306666666665	PDE3B	+	-
ENST00000360655.8	3.28525	134.27978378378378	NAV2	+	-
ENST00000325319.9	0.0	0.6401415	NELL1	+	-
ENST00000298925.9	0.0	0.6401415	NELL1	+	-
ENST00000357134.10	0.0	0.6394425	NELL1	+	-
ENST00000532434.5	0.0	0.6965392	NELL1	+	-
ENST00000659342.1	0.0	0.0	ENSG00000287962	-	+
ENST00000406787.7	4.8666705	28.783433333333335	METTL15	+	-
ENST00000407364.8	5.02112775	27.1645	METTL15	+	-
ENST00000303459.10	6.66888	22.4393475	METTL15	+	-
ENST00000657392.1	0.0	0.0	LINC02755	-	+
ENST00000653616.1	0.0	0.0	LINC02755	-	+
ENST00000528697.6	0.0	0.48623550000000004	LRRC4C	-	+
ENST00000530763.5	0.0	0.494045	LRRC4C	-	+
ENST00000511243.2	0.0	0.0	JRKL-AS1	-	+
ENST00000524871.6	35.496722222222225	37.6425	CNTN5	+	-
ENST00000527185.5	36.44312222222222	25.726423333333333	CNTN5	+	-
ENST00000528682.5	35.64690588235294	38.331671428571426	CNTN5	+	-
ENST00000418526.6	35.42994	37.82907142857143	CNTN5	+	-
ENST00000371455.7	1.9650626666666666	0.0	WTAPP1	+	-
ENST00000533459.1	0.0	0.0	ENSG00000254987	-	+
ENST00000706777.1	1.4579237999999999	1.93656375	GRIA4	+	-
ENST00000525187.6	1.4579237999999999	1.9534404166666666	GRIA4	+	-
ENST00000393125.6	1.4927146	1.9560055	GRIA4	+	-
ENST00000282499.10	1.491379	2.1026879166666665	GRIA4	+	-
ENST00000428631.6	1.6538742499999999	1.9560055	GRIA4	+	-
ENST00000530497.1	1.73282775	2.1027604166666665	GRIA4	+	-
ENST00000619839.4	0.0	0.54032235	NCAM1	+	-
ENST00000401611.6	0.0	0.5472844666666666	NCAM1	+	-
ENST00000621128.4	0.0	0.5130791875	NCAM1	+	-
ENST00000316851.12	0.0	0.5667572105263158	NCAM1	+	-
ENST00000531044.5	0.0	0.5669737222222222	NCAM1	+	-
ENST00000621850.4	0.0	0.4320666842105263	NCAM1	+	-
ENST00000706409.1	11.822445	0.0	USP2-AS1	+	-
ENST00000706418.1	0.20039666666666667	0.0	USP2-AS1	+	-
ENST00000706419.1	0.0	0.0	USP2-AS1	+	-
ENST00000638419.1	2.508993333333333	4.731522444444445	GRIK4	+	-
ENST00000527524.8	2.5217266666666664	4.661003555555555	GRIK4	+	-
ENST00000438375.2	0.75188	4.708466333333333	GRIK4	+	-
ENST00000310343.13	32.228488	49.886158823529414	ARHGAP32	-	+
ENST00000682385.1	29.186868333333333	49.886158823529414	ARHGAP32	-	+
ENST00000524655.5	39.836275	45.14398666666666	ARHGAP32	-	+
ENST00000374791.7	0.0	0.602407	NTM	+	-
ENST00000683400.1	0.0	0.527106125	NTM	+	-
ENST00000524381.6	0.2994175	0.0095032	OPCML	-	+
ENST00000496887.7	35.09853	38.78638333333333	KCNQ1	+	-
ENST00000713725.1	39.01361555555555	38.78638333333333	KCNQ1	+	-
ENST00000646564.2	38.759479999999996	34.38636666666667	KCNQ1	+	-
ENST00000155840.12	38.8155	38.37305	KCNQ1	+	-
ENST00000335475.6	37.800757	38.78638333333333	KCNQ1	+	-
ENST00000641797.4	1.91927	3.0800850000000004	ENSG00000291144	+	-
ENST00000691418.1	2.01366	1.269913	ENSG00000291144	+	-
ENST00000380252.6	0.0	31329.199999999997	HBG2	-	+
ENST00000380259.7	31.5813584	15859.056353333333	ENSG00000239920	-	+
ENST00000380237.5	0.0	134.106	HBE1	-	+
ENST00000292896.3	0.0	178.808	HBE1	-	+
ENST00000529961.1	0.0	0.173767	ENSG00000254444	-	+
ENST00000527565.1	1.2339508	13.9792	ENSG00000271758	-	+
ENST00000527847.5	1.8356956666666666	0.128254	ENSG00000254951	-	+
ENST00000687296.1	0.3314184666666667	0.764846	STK33	-	+
ENST00000315204.5	0.29983084615384614	0.765755	STK33	-	+
ENST00000396672.5	0.32481675	0.765755	STK33	-	+
ENST00000358872.7	0.45780730000000003	0.765755	STK33	-	+
ENST00000534493.5	0.37675392307692307	1.14667	STK33	-	+
ENST00000534127.5	0.272727	130.21795245454544	DENND2B	-	+
ENST00000692716.1	23.711525	66.04426756756757	SBF2	-	+
ENST00000256190.13	23.746280000000002	67.02844736842106	SBF2	-	+
ENST00000689940.1	23.61117	67.03290789473684	SBF2	-	+
ENST00000689128.1	25.653950000000002	65.67347692307692	SBF2	-	+
ENST00000675281.2	23.746280000000002	65.63568692307692	SBF2	-	+
ENST00000676387.2	23.946635	65.0246741025641	SBF2	-	+
ENST00000689258.1	23.896160000000002	66.579805	SBF2	-	+
ENST00000533770.6	28.56075	46.14010916666667	SBF2	-	+
ENST00000686079.1	23.746280000000002	46.01597	SBF2	-	+
ENST00000687256.1	23.81537	46.851576	SBF2	-	+
ENST00000688206.1	23.746280000000002	39.04298	SBF2	-	+
ENST00000693212.1	23.746280000000002	46.039754	SBF2	-	+
ENST00000687300.1	23.763905	41.460725000000004	SBF2	-	+
ENST00000525758.1	0.0	0.4340706	LINC02752	+	-
ENST00000646065.1	58.66257828125	6.711836666666667	MICAL2	+	-
ENST00000576479.4	368.5105	490.3663	SPON1	+	-
ENST00000316399.10	13.972422	13.631643	SOX6	-	+
ENST00000683767.1	11.801135	13.557093	SOX6	-	+
ENST00000655819.1	11.801135	14.206182222222221	SOX6	-	+
ENST00000396356.7	12.44558	13.631643	SOX6	-	+
ENST00000528252.5	11.801135	12.92877111111111	SOX6	-	+
ENST00000527619.6	11.801135	12.930326666666666	SOX6	-	+
ENST00000528429.5	11.801135	12.408823	SOX6	-	+
ENST00000648912.1	1.41559	9.4811	ENSG00000290957	+	-
ENST00000336930.11	0.856123	0.20835366666666666	LUZP2	+	-
ENST00000533227.5	0.9537805555555555	0.210102	LUZP2	+	-
ENST00000620308.1	0.844005625	0.20871133333333333	LUZP2	+	-
ENST00000530430.1	26.4725	9.02561	BBOX1-AS1	-	+
ENST00000651990.1	9.478735	0.316327	BDNF-AS	+	-
ENST00000499568.3	10.8001275	0.27482	BDNF-AS	+	-
ENST00000660080.1	11.106215714285714	0.257429	BDNF-AS	+	-
ENST00000395986.6	0.623693	9.14348	BDNF	-	+
ENST00000533131.5	0.962366	9.14348	BDNF	-	+
ENST00000356660.9	0.474403	9.14348	BDNF	-	+
ENST00000418212.5	0.42638	4.9189620000000005	BDNF	-	+
ENST00000533246.5	0.285714	9.14348	BDNF	-	+
ENST00000530861.5	0.0	9.14348	BDNF	-	+
ENST00000395983.7	0.0	9.14348	BDNF	-	+
ENST00000438929.5	0.71127	9.14348	BDNF	-	+
ENST00000532997.5	0.0	9.14348	BDNF	-	+
ENST00000395978.7	0.0	9.14348	BDNF	-	+
ENST00000395981.7	0.0	9.14348	BDNF	-	+
ENST00000525950.5	0.0	9.14348	BDNF	-	+
ENST00000314915.6	0.0	9.14348	BDNF	-	+
ENST00000511073.2	0.0	0.0	LINC02742	+	-
ENST00000530960.1	0.0	0.0	ENSG00000254526	+	-
ENST00000530249.1	0.0	0.0	ENSG00000254734	+	-
ENST00000662729.1	0.0	0.0	ARL14EP-DT	-	+
ENST00000684477.1	0.0697243	0.1458763157894737	DCDC1	-	+
ENST00000597505.5	0.07747144444444445	0.15398055555555556	DCDC1	-	+
ENST00000648611.1	0.0	10.357475	ENSG00000228061	-	+
ENST00000670707.1	0.0	16.57196	ENSG00000228061	-	+
ENST00000335185.10	0.71192	0.7748894875	CCDC73	-	+
ENST00000531481.1	1.3469	0.0	CCDC73	-	+
ENST00000650167.2	5.7077825	37.4245	QSER1	+	-
ENST00000299413.7	132.45675	95.4908	TRIM44	+	-
ENST00000697713.1	1.4491	0.60876	RAG1	+	-
ENST00000697714.1	1.4491	1.21752	RAG1	+	-
ENST00000697715.1	0.46568666666666664	0.60876	RAG1	+	-
ENST00000278198.2	0.193448	0.378809	LRRC4C	-	+
ENST00000619527.4	0.0	0.485879	LRRC4C	-	+
ENST00000527150.5	0.181044	0.48913650000000003	LRRC4C	-	+
ENST00000526978.5	0.0	0.0	LINC02741	-	+
ENST00000655470.1	0.0	0.0	LINC02741	-	+
ENST00000648000.1	0.0	0.0	LINC01499	+	-
ENST00000528720.5	0.0	0.0	LINC01499	+	-
ENST00000529282.1	0.0	0.0	LINC01499	+	-
ENST00000530387.5	0.0	0.0	LINC02740	-	+
ENST00000658612.1	0.0	0.0	LINC02740	-	+
ENST00000526615.6	0.0	0.0	ENSG00000283217	+	-
ENST00000530656.5	0.0	23.408055	PRDM11	+	-
ENST00000527477.1	0.014534875	0.0	GRM5P1	+	-
ENST00000661660.1	4.86649	13.6759	ENSG00000287538	+	-
ENST00000533954.5	0.0	0.09973543333333333	ENSG00000255240	-	+
ENST00000664227.1	0.5953306666666667	0.337041	ALG1L9P	-	+
ENST00000311172.11	122.38319999999999	150.55529411764707	FCHSD2	-	+
ENST00000409418.9	120.71693333333333	150.55529411764707	FCHSD2	-	+
ENST00000409314.5	134.89846666666665	142.1948888888889	FCHSD2	-	+
ENST00000458644.6	140.64966666666666	141.08370588235294	FCHSD2	-	+
ENST00000409853.5	106.62714799999999	137.0355	FCHSD2	-	+
ENST00000340360.10	9.712255	15.528827777777778	XRRA1	-	+
ENST00000705661.1	9.712255	15.528827777777778	XRRA1	-	+
ENST00000684022.1	9.578228	15.52446111111111	XRRA1	-	+
ENST00000321448.12	10.6501925	17.3213175	XRRA1	-	+
ENST00000530550.1	0.0	0.159483	ENSG00000255395	-	+
ENST00000356136.8	67.30535	88.0195	UVRAG	+	-
ENST00000528420.5	61.587	94.5475	UVRAG	+	-
ENST00000533454.5	61.22816666666667	82.95975625	UVRAG	+	-
ENST00000531818.5	48.6133	95.47749999999999	UVRAG	+	-
ENST00000532130.1	48.6133	94.5985	UVRAG	+	-
ENST00000679754.1	55.27335	70.73211	ACER3	+	-
ENST00000680583.1	57.409400000000005	78.3226	ACER3	+	-
ENST00000532485.6	60.3986	76.78342222222223	ACER3	+	-
ENST00000526597.5	61.420249999999996	73.88347777777778	ACER3	+	-
ENST00000533873.1	45.6115	84.48296666666667	ACER3	+	-
ENST00000530617.5	201.5446	187.696	PAK1	-	+
ENST00000278550.12	0.2962055	0.952621	TENM4	-	+
ENST00000653173.1	0.72034	1.40851	MIR4300HG	-	+
ENST00000500502.5	0.81356	0.845106	MIR4300HG	-	+
ENST00000532217.1	0.36017	6.0	MIR4300HG	-	+
ENST00000426717.6	9.28015	11.209072222222222	DLG2	-	+
ENST00000404783.7	9.28015	10.388155	DLG2	-	+
ENST00000398304.5	9.28015	6.182525	DLG2	-	+
ENST00000530800.5	12.932110000000002	8.488264666666666	DLG2	-	+
ENST00000393324.7	7.73295	22.918374545454547	ME3	-	+
ENST00000543262.6	7.143765	22.918374545454547	ME3	-	+
ENST00000323418.10	7.1684525	12.23923	ME3	-	+
ENST00000533902.2	23.392924999999998	33.8762	PRSS23	+	-
ENST00000340353.11	40.71188	58.332077777777776	TMEM135	+	-
ENST00000305494.6	42.0625	54.70195555555556	TMEM135	+	-
ENST00000532959.5	37.3459	60.27934444444445	TMEM135	+	-
ENST00000649399.1	0.0	0.0	ENSG00000285835	-	+
ENST00000455756.6	0.0	0.040973666666666665	GRM5	-	+
ENST00000305447.5	0.0	0.035596857142857145	GRM5	-	+
ENST00000305432.9	0.0	0.04854566666666666	GRM5	-	+
ENST00000263317.9	7.805085714285714	10.180967272727273	NOX4	-	+
ENST00000424319.5	7.591181428571429	10.181367272727273	NOX4	-	+
ENST00000343727.9	7.615671285714286	10.33966090909091	NOX4	-	+
ENST00000534731.5	7.776895714285714	10.854465	NOX4	-	+
ENST00000525196.5	7.7955	11.346914	NOX4	-	+
ENST00000532825.5	7.591181428571429	10.976425	NOX4	-	+
ENST00000527956.5	6.89358625	11.125077272727273	NOX4	-	+
ENST00000527626.5	5.6469933333333335	10.896722727272728	NOX4	-	+
ENST00000528341.5	7.765313333333333	11.435822727272727	NOX4	-	+
ENST00000375979.7	3.7300915	13.098484285714285	NOX4	-	+
ENST00000531342.5	3.7300915	13.179631666666667	NOX4	-	+
ENST00000649150.1	0.0	0.822448	DISC1FP1	+	-
ENST00000562245.5	0.0	1.02806	DISC1FP1	+	-
ENST00000561596.5	0.0	1.02806	DISC1FP1	+	-
ENST00000562678.5	0.0	1.104239	DISC1FP1	+	-
ENST00000563681.1	0.0	1.02806	DISC1FP1	+	-
ENST00000670926.1	0.0	0.302632	DISC1FP1	+	-
ENST00000409404.6	0.609366	1.7784303750000001	FAT3	+	-
ENST00000315765.10	2.143463	2.3868552000000003	HEPHL1	+	-
ENST00000657751.1	0.0	1.13327	ENSG00000250519	+	-
ENST00000663963.1	0.0	0.655523	ENSG00000250519	+	-
ENST00000648353.1	0.0	0.0	ENSG00000285842	+	-
ENST00000661755.1	0.0	0.0	ENSG00000254587	+	-
ENST00000279463.7	35.21611333333333	37.6425	CNTN5	+	-
ENST00000298815.13	8.2672675	29.964819	ARHGAP42	+	-
ENST00000524892.7	6.9733675	30.402925263157893	ARHGAP42	+	-
ENST00000325455.10	0.6428826666666667	1.136377	PGR	-	+
ENST00000534013.5	0.5083453333333333	0.69833968	PGR	-	+
ENST00000263463.9	0.703909	0.9065752499999999	PGR	-	+
ENST00000619228.2	0.5024595000000001	0.159745	PGR	-	+
ENST00000344327.8	16.1793	57.193475	TRPC6	-	+
ENST00000532133.5	17.523	61.0511	TRPC6	-	+
ENST00000348423.8	17.6023	65.08654	TRPC6	-	+
ENST00000360497.4	17.6023	63.16859090909091	TRPC6	-	+
ENST00000375735.7	5.360694373493976	20.030083333333334	DYNC2H1	+	-
ENST00000650373.2	5.296876583333333	20.030083333333334	DYNC2H1	+	-
ENST00000334267.11	0.20385713333333333	24.82222	DYNC2H1	+	-
ENST00000649856.1	12.43705	7.317754166666667	CARD18	-	+
ENST00000282251.10	37.740825	41.45941666666667	CWF19L2	-	+
ENST00000525729.5	4.81151	1.53971	C11orf65	-	+
ENST00000615746.4	3.069159	8.576395999999999	C11orf65	-	+
ENST00000532992.5	0.0	0.4549533333333333	ENSG00000255028	-	+
ENST00000532929.1	0.0	0.4950966666666667	ENSG00000255028	-	+
ENST00000528498.5	119.02449285714286	5.924004999999999	RDX	-	+
ENST00000647231.1	120.34257857142858	8.625425	RDX	-	+
ENST00000528900.5	153.9946	8.625425	RDX	-	+
ENST00000530301.5	104.55253333333333	8.625425	RDX	-	+
ENST00000662858.1	1.01031	16.5609	LINC02732	+	-
ENST00000504610.2	1.27451	2.717565	LINC02762	+	-
ENST00000691666.1	0.0	0.0	ENSG00000285769	+	-
ENST00000648201.1	0.0	0.0	ENSG00000285769	+	-
ENST00000688876.1	0.0	0.0	ENSG00000285769	+	-
ENST00000685847.1	0.0	0.0	ENSG00000285769	+	-
ENST00000529356.5	0.0	0.0	NCAM1	+	-
ENST00000393020.5	53.74704736842105	38.50954433333333	TTC12	+	-
ENST00000534921.3	0.0	0.008027633333333334	NXPE1	-	+
ENST00000696071.1	0.0	0.008027633333333334	NXPE1	-	+
ENST00000251921.6	0.0	0.036287	NXPE1	-	+
ENST00000389586.6	0.0	0.21211925	NXPE2	+	-
ENST00000706428.2	0.46021500000000004	0.476422	USP2-AS1	+	-
ENST00000500970.5	0.0	0.0459669	USP2-AS1	+	-
ENST00000706422.1	0.20039666666666667	0.3696966666666666	USP2-AS1	+	-
ENST00000706371.1	0.139706	1.07759	USP2-AS1	+	-
ENST00000392793.6	1.81834413	3.3376225	TECTA	+	-
ENST00000642222.1	1.81924858	3.4190224999999996	TECTA	+	-
ENST00000264037.2	1.913752242105263	2.9420425	TECTA	+	-
ENST00000533109.6	0.0	9.670515	MIR100HG	-	+
ENST00000648911.1	1.2365233333333332	129.9104888888889	FEZ1	-	+
ENST00000606885.1	0.0	0.0	ENSG00000231698	+	-
ENST00000331898.11	0.09013833333333333	0.00949605	OPCML	-	+
ENST00000541867.6	0.07383033333333333	0.0076025599999999995	OPCML	-	+
ENST00000374778.4	0.2994175	0.0	OPCML	-	+
ENST00000661684.1	0.0	0.0	B3GAT1-DT	+	-
ENST00000531319.2	0.03529	0.0	B3GAT1-DT	+	-
ENST00000533390.6	0.0316366	0.0	B3GAT1-DT	+	-
ENST00000653028.1	0.0	0.0	B3GAT1-DT	+	-
ENST00000534291.1	0.55372	0.0	ENSG00000254757	+	-
ENST00000637205.2	0.875945	0.0	ENSG00000283415	-	+
ENST00000447869.5	0.35434554545454544	0.765755	STK33	-	+
ENST00000664710.1	0.0	0.0	LINC02548	+	-
ENST00000648524.1	0.0	0.0	LINC02548	+	-
ENST00000668428.1	0.0	0.0	LINC02548	+	-
ENST00000527671.1	80.7658	0.0	ENSG00000255470	-	+
ENST00000532798.3	0.0	0.0	CCDC179	-	+
ENST00000532562.1	0.0	0.0	LINC02760	+	-
ENST00000659522.1	0.0	0.0	LINC01499	+	-
ENST00000530379.1	0.0	0.0	LINC01499	+	-
ENST00000654627.1	0.0	0.0	ENSG00000287984	+	-
ENST00000641342.2	0.0	0.0	OR5B2	-	+
ENST00000529451.1	0.0	0.0	ENSG00000290884	+	-
ENST00000646438.2	0.0	0.0	OOSP3	+	-
ENST00000540857.6	0.8480623333333333	2.85724	PLAAT5	-	+
ENST00000539221.5	0.786706	2.94677	PLAAT5	-	+
ENST00000301790.4	0.786706	2.6991433333333332	PLAAT5	-	+
ENST00000527087.5	9.813446	15.323758	XRRA1	-	+
ENST00000533875.1	5.815455	4.25441	ENSG00000293324	+	-
ENST00000530190.1	0.0	7.05525	ENSG00000254988	-	+
ENST00000526154.1	0.0	0.0	ENSG00000254511	+	-
ENST00000529689.6	73.3519	36.8414	CCDC90B	-	+
ENST00000455220.6	70.57375	130.459	CCDC90B	-	+
ENST00000529073.5	94.50222014285714	131.744	CCDC90B	-	+
ENST00000533986.5	163.30200000000002	96.72295	HIKESHI	+	-
ENST00000278483.8	172.055	131.5747	HIKESHI	+	-
ENST00000602510.1	1.0202	0.0	ENSG00000269895	+	-
ENST00000662165.1	1.0	0.561645	FZD4-DT	+	-
ENST00000531827.4	1.2589744999999999	0.131267	FZD4-DT	+	-
ENST00000688518.1	1.2790055	0.53629	FZD4-DT	+	-
ENST00000227638.8	56.364149999999995	93.91839999999999	PANX1	+	-
ENST00000436171.2	59.05095	94.0476	PANX1	+	-
ENST00000243673.7	0.0	0.471524	GPR83	-	+
ENST00000539203.2	0.0	0.324759	GPR83	-	+
ENST00000398136.7	214.37650000000002	366.91533333333336	TMEM123	-	+
ENST00000361236.7	141.095	366.91533333333336	TMEM123	-	+
ENST00000532161.5	125.70127000000001	357.707	TMEM123	-	+
ENST00000525739.6	1.2625	0.0064236	WTAPP1	+	-
ENST00000393141.6	0.0	4.026300888888889	CASP5	-	+
ENST00000418434.5	0.0	4.892422142857143	CASP5	-	+
ENST00000260315.8	0.0	4.040699444444445	CASP5	-	+
